id,aggression,offense,codemixed,tweet
4447,2,1,0,"You caused the out of control inflation.  The overwhelming majority of the money from the inflation reduction goes to corporate giveaways in the form of tax credits for useless carbon sequestration.  The IRA cannot and will not stop inflation.  Like you, it is a fraud. "
5355,1,0,1,"This is incredibly disrespectful and sickening. You portrayed #MansaAmini ‘s murder in the hands of Sharia Police, as a day of celebrating hijab?! the exact tool of oppression used as the excuse to murder her? How can you do such a thing? Make it go away #Iran @USER "
983,2,1,0,That thousands of undertrials should continue to languish across jails in the country is a travesty of justice. More worrying is the apparent ineptitude - if not widespread corruption - of our subordinate judiciary that seems oblivious of the convention about granting bail. 
1394,1,1,0,The way things are going in india against men. I will prefer to hire a hooker for my sexual pleasure than mary a women. Atleast hooker will be more honest and focussed towards for that time period. #BoycottMarriage #MaritalRape 
6371,1,1,1,Ek baat or Sansad me MoDi se gale mile aapke pappu or B Team Owaisi hai waah matlab kuchh v or ek baat Jharkhand me roj muslim Lynching ho raha hai waha kis ki Sarkar hai bata do... 
4910,2,1,1,"guy fucking said pakistan jab swarg ban jaayega to humko uski thandi hawa lagegi, theek hai. Really need to readmore about sardar patel "
754,1,1,0,"From hasty indiscriminate arrests, to difficulty in obtaining bail, the process leading to the prolonged incarceration of undertrials needs urgent attention, says CJI Ramana. Adds, in our criminal justice system, the process is the punishment. "
4949,0,0,0,"These are only a few instances. Even during UPA INC refused to take any action on Sachar committee report, and didn't include Dalit Muslimd and Xians in SC category "
5237,1,1,0,"Hajia, dont join them to congregate at Lekki Toll Gate o. 
It is against the law. The police will teargas and even whip anyone that violate this court order? I cant imagine a police whip on you with your hijab. Please do not relegate the hijab and obey the law "
4159,1,0,0,"for eg intelligences will be immortalized, lets say if the tech was available we could have voted to store intelligence of sardar patel. and even if he died in the time to come we surely could have his 100% organic intellignce running this country today. "
1079,2,1,0,"M.S. Golwalkar said in his 1966 book Bunch of Thoughts that Tricolour was ‘not inspired by any national vision’.
He never respected Tiranga.
Tiranga Virodhi RSS "
4882,0,0,0,"I think there should be more work done to understand caste trauma and how it manifests in our lives. It took me so long to understand social anxiety, inability to voice out my opinions, being sort of a pushover etc stemmed from my experiences with discrimination and upbringing. "
5774,2,0,0,"Yes people shouldnt protest their govt, only the left is allowed to protest the govt. In fact I remember when democrats tried to over thrown the sitting president and forced the white house into lockdown due to democrats, or when they detonated a bomb in the capitol "
3877,0,1,1,"make an example, replace your boss with a dalit or adivasi guy "
4883,0,0,0,"When I first read about how imposter syndrome is common in women, it was an aha moment. Add being a dalit from a small town to this equation. I wish I had know these are the common issues we struggle with so I could have put more concentrated efforts early on in my career. "
5781,2,1,0,"Sunak is also a liar who broke lockdown rules. Mordant an avid globalists & mate of Bill Gates. They are all self serving, WEF puppets. The British public are being denied a say in any leadership option. 
The sabotage going on within the Conservative Party, is a total stitch up! "
1246,2,1,1,Yes you can freely  follow Idiology/ Religion of your choice bcs of Gandhiyan /Nehruvian  idea of India  not bcs of your own brahmical Supermacist Golwalkar who wanted All other Comunities to b treated as second class citizen . 
6239,1,0,1,"These incident marks the begining of explosion of 70 years of fake allegations and brainwashing against Brahmins/ General Castes by the state and dalit vote bank appeasement politics..

All GC ppl, who are living peacefully in their 2 BHK nad enjoying, will be dragged out soon. "
3209,0,0,0,"He continuously sought to safeguard and promote the rights of the marginalized within the framework of the Constitution. 

The activist wanted to continue working with the Adivasi population in the state after the completion of his fellowship. 2/3 "
5827,2,0,0,"Where the fuck were you during the Trump lockdown, 4000 deaths a day, and an economic collapse? "
996,1,0,1,Golwalkar's another book 'Bunch of Thoughts' is a call to break India's secular values. 
3997,1,0,0,"Or, would the powers be have believed that British will quietly suffer, just like people impacted by demonetisation and help them rise on popularity chart without marketing expertise? "
5815,2,0,0,i despise tiktok with every fibre of my being i’m so serious 
7210,0,0,0,@USER has this weird obsession with the Gandhi family!!she never bothers about anything else- NEEDS TREATMENT 
4391,1,0,0,"Let me get this right. Inflation, people daily entering America…unlawfully, education of children in turmoil, sky high university tuition, lack of products, and the list goes on.  BUT THE MEDIA REPORTS ON PRESIDENT BIDEN EATING JEEZ…. "
4317,1,0,0,the reaction to alicent constantly getting used by the men in her life is very weird. there’s parallels between the larys and marital rape scenes yet all i see is ppl (a lot of women) saying she deserved it and had it coming. idk deal with your internalized misogyny in silence. 
4241,0,0,0,"Truth: Rape does indeed happen between girlfriend and boyfriend, husband and wife. Men who force their girlfriends or wives into having sex are committing rape, period. The laws are blurry, and in some countries marital rape is legal. But it still is rape. "
5286,0,1,1,Hizab ky piche un Muslim mahilao ki ghutan sirf wahi Jaan sakti hy Muslim matao or behno ki Umar gujar jati hy is hijab ki kali divar main 
5408,2,1,0,"uncivilised mahmuds forcing women to put on hijabs to rape and beat them want to teach someone in Twitter lol,and of course terrs like u will support another terrs like ruzzians you are the same just uncivilised donkeys,mahmud stop using twitter it was made by ur main  fear - USA "
7259,0,0,0,The short format has taught us one thing. There is not much advantage of experience and the past. One over and your entire past record can become redundant. That’s the most amazing thing about this format . Doesn’t apply to IPL 
8072,0,0,1,"यहां सैन्य विमानों को स्टोर करने के अंडरग्राउंड स्टोर, हवाई पट्टी हो। 1000 वर्षों की सरंचना बनाई जाए। 15000 लोगों को यहां सुरक्षित रखा जा सके। @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER "
7632,2,1,0,"Listen, we don’t need any Pakistani player in the IPL in the first place. It’s the biggest T20 franchise tournament already. It's unnecessary to have players from the country which always tries to harm us. Btw, why do you want Pakistani players in the IPL? Isn’t the PSL enough? "
7846,2,1,0,"Touche! India is the mother country Departing/fleeing  Brits left their stamp divide & rule R gora loving Nehru & Gandhi fell 4 it hook line & sinker each looking 2 their OWN vanity! Goras r still laughing 2day Debt ridden Pakistan struggles 2 survive, timid India just watches "
6650,2,1,1,"Please restrict your heavy terminology for UKPM Rishi Sunak, ""may be a follower of Godse"". Left liberandus blame RSS as Godse followers which is not fact. Few may think that way. I wish I understand you better. Thanks for clarity "
5657,0,0,1,"Inflation is a global thing ...if you have notice, mostly corporate greed. Trump's failure to act sooner on Covid-19 didn't help much. "
7422,2,1,1,"Kyo ji' Gandhi ji ne tera baap maara h kya bhdwe;maderchod rndwe ;bsdk! 
India me asaanti phelana chahta h "
4431,2,0,0,Turns out dumping trillions into the economy increases inflation. 
197,0,0,0,"There is nothing ""urban"" in this garages topped by poorly designed houses but the intensity of the use of land. And I'm telling nothing about the total impermebility of soil in a flood prone city. "
4868,0,0,0,"""And if what's announced today leads to lesser inflation and the cost of borrowing and a greater chance this country can get back to prosperity, it's worth doing well.""

Penny Mordaunt responded by saying she agreed with Sir Peter.

""The right honourable gentleman opposite "
3033,2,1,1,Yes when corruption is no longer termed as corrupt it seize to exist yes BJP style demonetisation yes akin to garlanding rapist and cruel murders #Bilkis #Bano #ModiHaiTohMumkinHai #BJPfails 
6246,0,0,1,"But he is a poor dalit., "
3382,2,1,0,"Anyway, its soothing to see tht this selective biased PSEUDO SECULARISM, is in ICU, heading towards its death. "
2880,0,0,1,"Justice Nazeer: It was not a loss per se, because you could exchange it. How do you say it is bad?

Chidambaram: There could be cases where persons actually suffered a monetary loss. But people who could exchange...there was no monterary loss #Demonetisation #SupremeCourtofIndia "
7650,0,0,0,"Should @USER pay men & women cricketers the same keeping in mind that it has failed to invest in its women for decades - coaching, facilities, media profile, opportunity to train, to play more fixtures, to have a high quality domestic tournament?

There, changed it for you. "
3143,0,0,0,#SupremeCourt -examine validity of 2016 note ban and how it was done #Demonetisation 
8012,0,0,0,"I don’t usually give much of a care, I rarely get followed by genuine cookers, but I hope this isn’t the beginning of the end. "
1627,0,0,0,Then it will definitely vice versa too. 
782,2,1,1,"6PM-Wow !
Speedy Justice 4Moh.Zubair
&
RandomFiring #NupurSharma Now U kno-Wats in aName If such Urgency in Delivering Justice had been shown wrt All Cases-1000s of Poor Undertrials wudnt b Rotting inJails accross India Alas common indians cannot employ a Sibal/Singhvi "
